,marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date
297,US,19843686,RZKJ9B5Q749WA,B00G4CV606,309267414,jx7227sfss - deluxe built-in trim kit for 2.2 microwave ovens/ compatible with peb7226sf models/ stainless steel finish,Major Appliances,5,0,0,N,Y,"['ge', 'fill', 'gap']","['kit', 'ge', 'gap', 'kitchen', 'cabinet', 'size', 'ge', 'advantium', 'build', 'microwave', 'had', 'get', 'cabinet', 'installer', 'fill', 'gap', 'cabinetry', 'kit', 'looks', 'fine', 'area', 'use', 'size', 'watch']",4/19/2015
298,US,52607566,R3PXXLXNMOEUMF,B00NQFSSWS,692404913,samsung counter top microwave,Major Appliances,4,1,3,N,N,"['unit', 'power']","['look', 'unit', 'thing', 'watt', 'others', 'addition', 'cook', 'item', 'cosmetically', 'others', 'food', 'cook', 'see', 'others', 'stainless', 'control', 'push', 'button', 'unit', 'cook', 'food', 'shortest', 'time', 'look']",4/18/2015
299,US,14347810,R2IY4CE8VLPTJJ,B0055UBB4O,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,0,N,Y,"['doesn', 'counter']","['plate', 'food', 'works', 'doesn', 'counter']",4/18/2015
300,US,20023356,R30S8EQAXDPE0T,B0055UBB4O,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,3,0,0,N,Y,['stars'],"['average', 'microwave']",4/16/2015
301,US,28427570,R2PXZLI7HVC2KJ,B0052G51AQ,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,0,N,Y,[],"['great', 'price', 'watt', 'works', 'perfect']",4/16/2015
302,US,13851211,R28A4J68L184B3,B008MD2RH6,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,4,0,0,N,Y,['star'],"['star', 'handle', 'door', 'grab', 'star']",4/16/2015
303,US,6276510,R2OTFWUC33J2RK,B005GSZB7I,827502283,"whirlpool stainless look countertop microwave, 0.5 cu. feet, wmc20005yd",Major Appliances,1,1,1,N,Y,['star'],['does'],4/16/2015
304,US,27229910,R2LHZYSUVJ0DIY,B00NQFSSWS,692404913,samsung counter top microwave,Major Appliances,4,0,1,N,Y,['stars'],"['fit', 'cupboard', 'design', 'use', 'grill', 'part']",4/16/2015
305,US,26222725,R1Q1DMVAKV0PA3,B008MD2RUS,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,1,0,0,N,Y,['star'],"['shaft', 'can', 'use', 'part', 'will', 'feedback', 'problem', 'resolve']",4/16/2015
306,US,970142,R3IO29LYC3C64A,B0055UBB4O,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,4,0,0,N,N,[],[],4/16/2015
307,US,46661323,R2IC3QN4JJ67P5,B00NN136NQ,464779766,"samsung mc11h6033ct countertop convection microwave with 1.1 cu. ft. capacity, slim fry technology, grilling element, ceramic enamel interior, drop down door, and eco mode in stainless steel",Major Appliances,1,0,3,N,Y,"['wasting', 'time']","['unit', 'arrival', 'attempt', 'phone', 'call', 'samsung', 'waste', 'time', 'month', 'purchase']",4/15/2015
308,US,12731606,RERRISE94H2O6,B005GSZB9Q,771401205,"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white",Major Appliances,5,0,0,N,Y,['stars'],"['met', 'need']",4/14/2015
309,US,6673196,R3VOJK777371YN,B004NXUJ60,523301568,microwave cavity paint 98qbp0302,Major Appliances,1,2,3,N,Y,"['don', 'waste', 'money']","['thing', 'cover', 'spot', 'turn', 'hour', 'ge', 'mstainless', 'side', 'wasn', 'gift', 'suck']",4/14/2015
310,US,35811163,R1EQR7AC65MJ57,B0055UBB4O,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,0,N,Y,"['price', 'product']","['price', 'product', 'price', 'month', 'use', 'problem']",4/13/2015
311,US,4919531,R15DW8TP6PYKXQ,B004NXUJ60,523301568,microwave cavity paint 98qbp0302,Major Appliances,5,0,0,N,Y,['stars'],"['paint', 'job']",4/13/2015
312,US,24593315,R314F1DVRDWTTF,B0052G51AQ,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,0,N,Y,['stars'],['nice'],4/13/2015
313,US,23005561,RL8B72WJEZKUO,B0055UBB4O,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,3,0,0,N,Y,"['value', 'monet']","['bargain', 'looks', 'countertop', 'size', 'power', 'work', 'purpose']",4/13/2015
314,US,12937107,R1DW6NVZ10VBWE,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,0,N,Y,['microwave'],"['use', 'month', 'size', 'kitchen', 'intuitive', 'control', 'no', 'complaint']",4/13/2015
315,US,34942230,R24X384TUWR84J,B005GSZB7I,827502283,"whirlpool stainless look countertop microwave, 0.5 cu. feet, wmc20005yd",Major Appliances,5,2,2,N,Y,[],"['small', 'footprint', 'put', 'place', 'fridge', 'control', 'part']",4/11/2015
316,US,44835915,R18UEDTIGLZFTD,B003KI1W3I,984005611,sharp rmotda252wrzz microwave turntable motor,Major Appliances,4,0,0,N,Y,"['turn', 'motor', 'work', 'problem']","['turn', 'motor', 'work', 'problem', 'reverse', 'counter', 'clock', 'wise', 'random', 'doesn', 'direction', 'start']",4/10/2015
317,US,34246170,R2LXISLVU03D1O,B005GSZB7I,827502283,"whirlpool stainless look countertop microwave, 0.5 cu. feet, wmc20005yd",Major Appliances,5,2,2,N,Y,"['great', 'design', 'compact', 'efficient']","['great', 'design', 'compact', 'efficient', 'easy', 'use']",4/10/2015
318,US,4149767,R1DBTNDRNHJEU8,B0055UBB4O,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,4,0,0,N,Y,"['cook', 'reheat', 'job']","['cook', 'reheat', 'job']",4/9/2015
319,US,38012111,R28ZKVUHCXI34I,B007V7G5TU,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,0,N,Y,['stars'],"['just', 'describe', 'work']",4/8/2015
320,US,8099599,RBIGJW4HRXE4V,B00DUZ8LBW,930071734,ge microwave oven magnetron and diode kit om75p (10) part # wb27x10017,Major Appliances,5,0,0,N,Y,['stars'],"['e', 'fit']",4/8/2015
321,US,14022248,R24043XL4797KY,B00NXRHIO8,692404913,samsung counter top microwave,Major Appliances,5,1,2,N,Y,"['awesome', 'point']","['pos', 'ge', 'setting']",4/7/2015
322,US,21015780,R1I5I2318M3B9R,B0043GDSR4,166483932,ge csa1201rss cafe advantium 1.7 cu. ft. stainless steel over-the-range microwave - convection,Major Appliances,1,0,6,N,N,['star'],"['do', 'not', 'this']",4/7/2015
323,US,34665611,R24810Q3ZRRTLZ,B00NG0FP7E,565072108,lg over-the-range microwave oven with 300 cfm venting system,Major Appliances,1,24,29,N,Y,"['model', 'work', 'melt', 'kitchen', 'fire']","['unit', 'lg', 'model', 'discontinue', 'model', 'work', 'melt', 'kitchen', 'fire', 'time', 'smoke', 'model', 'friend', 'help', 'hand', 'star', 'review', 'change', 'star', 'month', 'fan', 'light', 'door', 'door', 'turn', 'month', 'oven', 'problem', 'become', 'today', 'son', 'home', 'microwave', 'matter', 'door', 'get', 'home', 'tonight', 'burn', 'house', 'microwave', 'life', 'convenient', 'fill', 'start', 'fire', 'checking', 'internet', 'problem', 'warranty', 'manufacturer', 'repairman', 'pay', 'way', 'microwave', 'lessons', 'appliance', 'brick', 'mortar', 'store', 'service', 'policy', 'understand', 'use', 'range', 'microwave']",4/7/2015
324,US,43644628,R1M4PNCKMW31FE,B007V7G5TU,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,0,N,N,"['looks', 'work', 'easygoing', 'read', 'key', 'board']","['looks', 'work', 'easygoing', 'read', 'key', 'board']",4/6/2015
325,US,2499559,R3F2LCNNLVDE71,B00DUZ8LBW,930071734,ge microwave oven magnetron and diode kit om75p (10) part # wb27x10017,Major Appliances,5,0,0,N,Y,['stars'],['works'],4/5/2015
326,US,14874192,R2OQYLSLE5QE9P,B004NXUJ60,523301568,microwave cavity paint 98qbp0302,Major Appliances,5,0,0,N,Y,['awesome'],"['microwave', 'planned', 'obsolete', 'paint', 'work', 'prep', 'paint', 'paint', 'bubble', 'so', 'prep']",4/5/2015
327,US,23759855,R30DTC8PFT3O6M,B007V7G5TU,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,0,N,Y,['stars'],"['stainless', 'interior', 'wipe', 'clean', 'get', 'it']",4/4/2015
328,US,10462174,R2XX5W3PADIA88,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,0,N,Y,[],"['perfect', 'size', 'work', 'love']",4/3/2015
329,US,29716231,R275TOKV40U353,B004ZU09QQ,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,4,0,0,N,Y,"['have', 'microwave', 'for', 'about', 'a', 'month', 'nice', 'size', 'and', 'works', 'very', 'well', 'and', 'quiet', 'shipping', 'was']","['have', 'microwave', 'for', 'about', 'a', 'month', 'nice', 'size', 'and', 'works', 'very', 'well', 'and', 'quiet', 'shipping', 'was', 'a', 'little', 'slow', 'due', 'to', 'being', 'out', 'stock', 'but', 'seems', 'to', 'a', 'good', 'product', 'made', 'her', 'in', 'usa', 'from', 'what', 'they']",4/2/2015
330,US,22856073,R1LAM8T6FGKZF1,B004ZUWBVW,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,0,N,Y,['perfect'],"['hold', 'dinner', 'plate', 'heats', 'food', 'love', 'express', 'cook', 'feature', 'minute', 'start', 'fact', 'display', 'clock', 'time', 'end', 'could', 'happier']",4/2/2015
331,US,12201255,R3KY22KCH3IL7K,B0055UBB4O,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,2,1,2,N,Y,"['don', 'waste', 'money']","['reading', 'review', 'week', 'purchase', 'shut', 'month', 'half', 'purchase', 'door', 'coffee', 'part', 'break', 'piece', 'plastic', 'shoot', 'counter', 'return', 'brand', 'waste', 'money', 'piece', 'equipment']",4/2/2015
332,US,22719887,RTN1JHWIWIGYK,B0052G51AQ,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,0,N,Y,['feature'],"['thing', 'care', 'door', 'feature', 'minute', 'size', 'power']",4/2/2015
333,US,35142409,R2GXN7E5UV5Y4F,B0052G51AQ,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,0,N,N,['month'],"['month', 'work', 'microwave']",4/2/2015
334,US,49380869,RJWLU4GT90TD6,B004YKDYVE,809249591,"haier hmv1630dbbb 30-inch over-the-range 1000 watt microwave, black",Major Appliances,1,0,0,N,Y,"['junk', 'junk', 'seller']","['absolute', 'junk', 'seller', 'do', 'cord', 'owner', 'didn', 'come', 'door', 'way', 'noisy', 'year', 'total', 'junk', 'wish', 'star']",3/31/2015
335,US,35023075,R2ES60TLKTNJLK,B00NQFSSWS,692404913,samsung counter top microwave,Major Appliances,4,0,1,N,Y,"['looks', 'work']","['get', 'microwave', 'yesterday', 'but', 'look', 'ease', 'use', 'cannot', 'wait', 'try', 'grill', 'feature', 'grill', 'feature', 'wattage', 'bit', 'cooking', 'time', 'bit']",3/31/2015
336,US,48550137,R2TP91G18Q7WQV,B0011YHN7M,147401377,ge jvm1540smss spacemaker 1.5 cu. ft. stainless steel over-the-range microwave,Major Appliances,1,0,0,N,N,"['replacement', 'part', 'cost', 'board', 'keypad']","['service', 'message', 'tell', 'replacement', 'part', 'cost', 'board', 'ge', 'product', 'buyer', 'beware']",3/29/2015
337,US,5391440,R3P25JARZNPUV3,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,0,N,Y,['stars'],['price'],3/26/2015
338,US,24321950,RVDX6AYTINO2K,B005GSZB7I,827502283,"whirlpool stainless look countertop microwave, 0.5 cu. feet, wmc20005yd",Major Appliances,5,1,1,N,Y,"['limit', 'counterpane']","['shape', 'limit', 'coutnerspace', 'apartment']",3/26/2015
339,US,31476683,R3BAG7DY4PV1OW,B004ZUWBVW,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,4,1,1,N,Y,[],"['unit', 'size', 'different', 'control', 'course', 'time', 'use', 'dinner', 'plate', 'feature', 'spot', 'reason', 'star', 'plate', 'dislodge', 'slide', 'center', 'setting']",3/26/2015
340,US,30254994,R3O16Q0LZ2T497,B00NQFSSWS,692404913,samsung counter top microwave,Major Appliances,5,0,1,N,Y,['stars'],"['finger', 'print']",3/25/2015
341,US,7328739,R32RZI4INALUXU,B004ZUWBVW,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,0,N,Y,"['great', 'product']","['love', 'perfect', 'size', 'office', 'counter', 'work']",3/24/2015
342,US,3178200,R7WJTGGIOFYCJ,B00NQFSSWS,692404913,samsung counter top microwave,Major Appliances,1,1,26,N,Y,['cord'],"['cord', 'pay', 'money', 'cord']",3/24/2015
343,US,14743521,R3UOMD87R27SOU,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,4,0,0,N,Y,['size'],"['size', 'work', 'fine', 'price', 'quick', 'service']",3/23/2015
344,US,31125652,R1IIRAVJ75JJHT,B004ZU09QQ,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,4,0,0,N,Y,"['nice', 'price']","['microwave', 'price', 'watt', 'bit', 'difference', 'thing', 'start', 'kinda', 'loud', 'microwave']",3/23/2015
345,US,50036428,R3GBJN6A9T1M1A,B0055UBB4O,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,1,1,N,Y,['stars'],['push'],3/23/2015
346,US,12086429,R2HX4VASQC4S8Q,B0052G51AQ,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,4,0,0,N,Y,['does'],"['performance', 'caught', 'fire', 'fit', 'corner', 'problem', 'button', 'door', 'push', 'husband', 'thing', 'problem', 'return']",3/22/2015
347,US,36394966,RYFTIY71ZLBU3,B00DUZ8LBW,930071734,ge microwave oven magnetron and diode kit om75p (10) part # wb27x10017,Major Appliances,5,0,0,N,Y,['stars'],"['installed', 'magnetron', 'diode', 'videos', 'youtube', 'everything', 'work']",3/22/2015
348,US,22247610,RAXLUANX890H,B0058CLNBU,544821753,samsung smh1816s 1.8 cu. ft. stainless steel over-the-range microwave,Major Appliances,1,0,0,N,N,"['samsung', 'customer', 'support', 'terrible', 'time']","['house', 'purchase', 'month', 'manufacture', 'date', 'nov', 'stop', 'work', 'reason', 'no', 'error', 'message', 'outlet', 'samsung', 'customer', 'support', 'terrible', 'time', 'problem', 'samsung', 'thing', 'tv', 'microwave']",3/21/2015
349,US,50627782,R3US9T9SV5XVJV,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,0,N,Y,['stars'],"['perfect', 'countertop']",3/21/2015
350,US,51322415,R3NEWCLWGNYI74,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,1,1,N,Y,['cheap'],"['cheap', 'cabinet', 'lot', 'clutter', 'counter', 'no', 'complaint', 'works', 'star']",3/18/2015
351,US,23356719,R3A00CVAVX2OOA,B001QFYDSI,295520151,sharp microwave drawer oven,Major Appliances,1,6,7,N,N,"['defrost', 'hamburger', 'lesson', 'death', 'microwave']","['home', 'le', 'month', 'cover', 'product', 'shame']",3/17/2015
352,US,102097,R2SUCD2ILVP5XE,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,3,0,0,N,Y,"['speak', 'quality']","['purchase', 'gift', 'box', 'recipient', 'inform', 'door', 'repair', 'po', 'needless', 'discourages', 'order', 'amazon', 'speak', 'quality', 'quality', 'control']",3/16/2015
353,US,40918394,R36SQGV2X26IVN,B00009V3X6,459626087,sharp 1.1-cubic-foot 850-watt over-the-range convection microwaves,Major Appliances,5,1,2,N,Y,"['love', 'microwave']","['perfect', 'fit', 'appliance', 'store', 'fit', 'love', 'look', 'bot', 'convection', 'wok']",3/16/2015
354,US,31567496,R1Y4EFPGX0HDWH,B004ZU09QQ,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,1,2,3,N,N,"['month', 'dead']","['was', 'month', 'stop', 'work', 'trying', 'contact', 'manufacture', 'will', 'post', 'customer', 'service']",3/16/2015
355,US,36232431,R5DUDM9BGDJTZ,B00413662I,801135043,"amana 1.5 cu. ft. over-the-range microwave, amv1150vaw, white",Major Appliances,5,0,1,N,Y,"['amana', 'cu', 'ft', 'range', 'microwave']","['product', 'price', 'easy']",3/16/2015
356,US,50494635,R1F5WMR0SIGLRE,B007V7G5TU,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,4,0,0,N,Y,"['button', 'press']","['had', 'malfunction', 'decent', 'size', 'beep', 'loud', 'button', 'press', 'timer', 'count']",3/16/2015
357,US,49991149,RSTNC7KGUHSJ,B0052G51AQ,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,1,2,2,N,Y,['cheap'],"['broke', 'day']",3/15/2015
358,US,7622567,R2R92PF3UWNWKO,B0052G51AQ,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,4,0,0,N,Y,['stuff'],"['entry', 'level', 'day', 'best', 'way', 'recommend', 'amazon']",3/15/2015
359,US,39140932,R3831T9HRDIFE4,B000UW1WW8,242727854,profile 2.2 cu. ft. countertop microwave w/child lockout and extra large,Major Appliances,3,1,1,N,N,"['door', 'break']","['bought', 'microwave', 'sharp', 'carousel', 'u', 'year', 'sharp', 'heat', 'ge', 'look', 'heat', 'fast', 'part', 'inverter', 'defroster', 'make', 'matter', 'use', 'lot', 'kernel', 'door', 'closure', 'design', 'product', 'plastic', 'part', 'use', 'door', 'feeling', 'day', 'number', 'ge', 'microwave']",3/15/2015
360,US,32474268,R1LUIK319MP35A,B005GSZB3M,109226352,whirlpool wmc20005yb 0.5 cu. ft. black countertop microwave,Major Appliances,2,1,2,N,Y,"['inverter', 'use', 'truck']","['father', 'law', 'truck', 'term', 'size', 'truck', 'build', 'people', 'ac', 'inverter', 'inverter', 'microwave', 'work', 'return']",3/15/2015
361,US,11580035,R33R55NIDLQZMQ,B0055UBB4O,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,0,N,Y,"['value', 'small', 'kitchen', 'area']","['perfect', 'appearance', 'performance', 'a', 'quality', 'product']",3/15/2015
362,US,10849849,R4AAJRGYV3OKA,B0055UBB4O,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,1,1,1,N,Y,"['product', 'store', 'price']","['product', 'store', 'price']",3/14/2015
363,US,49785938,R17TH7PVR4TM4P,B00NXRHIO8,692404913,samsung counter top microwave,Major Appliances,1,14,18,N,Y,[],"['looks', 'work', 'week', 'first', 'timer', 'dy', 'everything', 'look', 'lit', 'timer', 'work', 'food', 'temp', 'cancelled', 'replacement', 'not', 'refund']",3/13/2015
364,US,7455891,R1HJP9RNAZ688V,B004NXUJ60,523301568,microwave cavity paint 98qbp0302,Major Appliances,4,0,0,N,Y,['covered'],"['covered', 'cavity']",3/13/2015
365,US,11841993,R2T0XBD4RSMGZT,B005GSZB7I,827502283,"whirlpool stainless look countertop microwave, 0.5 cu. feet, wmc20005yd",Major Appliances,4,1,1,N,Y,"['great', 'micro']","['work', 'add', 'counter', 'space', 'cover', 'corningware', 'standard', 'plate', 'fit', 'mine', 'deal', 'reheat', 'plate', 'measure']",3/12/2015
366,US,14191738,R3K5BMVISB99X6,B0011YHN7M,147401377,ge jvm1540smss spacemaker 1.5 cu. ft. stainless steel over-the-range microwave,Major Appliances,1,0,0,N,N,[],"['guy', 'kitchen', 'hate', 'mediocre', 'performance', 'louder', 'leaf', 'blower', 'thanks', 'thanks']",3/12/2015
367,US,25977776,R4T5EHI54EVPJ,B003K5FPRU,392967251,"frigidaire ffmv164l 1.6 cubic foot over-the-range microwave with fits-more capacity, 1,550 watts and,",Major Appliances,1,2,2,N,N,"['frigidaire', 'absolute', 'kitchen', 'appliance', 'brand', 'world']","['purchase', 'condo', 'all', 'appliance', 'purchase', 'frigidaire', 'month', 'condo', 'microwave', 'all', 'control', 'panel', 'call', 'someone', 'look', 'charge', 'estimate', 'microwave', 'reading', 'review', 'anything', 'frigidaire', 'brand', 'home', 'waste', 'money']",3/11/2015
368,US,10756754,R18AHFHNVF3BKI,B0055UBB4O,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,0,N,Y,['stars'],"['efficient', 'wish', 'stainless', 'steel']",3/10/2015
369,US,29879403,R10KDGG28D2M5I,B00NG0FP7E,565072108,lg over-the-range microwave oven with 300 cfm venting system,Major Appliances,4,2,9,N,Y,"['time', 'purchase', 'appliance', 'amazon']","['time', 'purchase', 'appliance', 'amazon', 'side', 'reason', 'guess', 'arrow', 'point', 'confuse', 'work']",3/10/2015
370,US,7998767,R34O5JIO61UOG5,B005GSZB9Q,771401205,"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white",Major Appliances,5,0,0,N,Y,"['fit', 'corner', 'countertop']","['fit', 'corner', 'consider', 'space', 'reach', 'thing', 'place', 'space', 'counter', 'space', 'rate', 'performance']",3/10/2015
371,US,12960878,R3L148PUUTGR8N,B004NXUJ60,523301568,microwave cavity paint 98qbp0302,Major Appliances,5,0,0,N,Y,['stars'],[],3/9/2015
372,US,17933666,R14MDQZZSTRM97,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,4,0,1,N,Y,['microwave'],['microwave'],3/9/2015
373,US,18744312,R1TWPAWD4N2I1D,B00NQFSSWS,692404913,samsung counter top microwave,Major Appliances,2,0,5,N,Y,"['anyone', 'look', 'action', 'product']","['need', 'time', 'food', 'ge', 'microwave', 'warm', 'amazon', 'tag', 'product', 'anyone', 'look', 'action', 'product']",3/9/2015
374,US,5894125,R1UDVY5L6LM51D,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,0,N,Y,['stars'],"['value', 'money', 'satisfied']",3/9/2015
375,US,34934690,R1GPOMHSJDCT2G,B0052G51AQ,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,0,N,Y,"['price', 'microwave']","['fits', 'space', 'rotate', 'plate', 'shift', 'a', 'deal']",3/9/2015
376,US,17723925,R3205ZN0LI4C59,B008MD2RUS,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,4,0,0,N,Y,['great'],"['heat', 'use']",3/8/2015
377,US,5467662,R15H4EC365J21,B0073YCGPI,731025324,whirlpool wmh31017aw microwave,Major Appliances,5,0,0,N,Y,['stars'],['work'],3/8/2015
378,US,26366673,R2LOFMHIL5B0C4,B004ZUWBVW,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,1,0,0,N,Y,['doesn'],"['price', 'microwave', 'grandfather', 'way', 'cook', 'meal', 'button', 'clock', 'defrost', 'return', 'guess', 'product']",3/8/2015
379,US,6424374,R20MF1IPAUS10G,B005GSZB7I,827502283,"whirlpool stainless look countertop microwave, 0.5 cu. feet, wmc20005yd",Major Appliances,3,0,3,N,Y,[],"['price', 'cube']",3/7/2015
380,US,15937666,RKSM59RISDFMQ,B007XZ8FNO,565072108,lg over-the-range microwave oven with 300 cfm venting system,Major Appliances,1,0,2,N,N,[],"['unit', 'burst', 'flame', 'rear', 'right', 'shelf', 'support', 'month', 'service', 'cup', 'coffee', 'stay', 'buy', 'item']",3/7/2015
381,US,31534617,R1FGHIJOETM4QM,B0055UBB4O,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,1,1,1,N,Y,['broke'],"['quit', 'work', 'month', 'date', 'town', 'week', 'buy', 'use']",3/7/2015
382,US,5849206,RXK69A0SHFYMY,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,0,N,Y,['stars'],['product'],3/7/2015
383,US,690239,R4VOAPDEDOYLA,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,0,N,Y,['stars'],['got'],3/6/2015
384,US,13986768,R3W50NWLVM311T,B00NN136NQ,464779766,"samsung mc11h6033ct countertop convection microwave with 1.1 cu. ft. capacity, slim fry technology, grilling element, ceramic enamel interior, drop down door, and eco mode in stainless steel",Major Appliances,1,1,4,N,Y,['star'],"['product', 'month', 'light', 'use']",3/6/2015
385,US,18178932,R2F8SGDLEZCVNU,B0011YHN7M,147401377,ge jvm1540smss spacemaker 1.5 cu. ft. stainless steel over-the-range microwave,Major Appliances,1,1,1,N,N,"['year', 'fire']","['love', 'ge', 'energy', 'star', 'freak', 'year', 'move', 'brand', 'house', 'brand', 'appliance', 'catch', 'fire', 'pop', 'use', 'button', 'top', 'microwave', 'plastic', 'blob', 'thank', 'god', 'pay', 'attention']",3/6/2015
386,US,32306424,RRN1O6G95PH9J,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,0,N,Y,['stars'],"['size', 'crowd', 'space']",3/6/2015
387,US,50357045,R2D8LGAK7LW3Y8,B0055UBB4O,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,4,2,3,N,Y,['price'],"['price', 'microwave', 'slide', 'try', 'rubber', 'foot', 'use', 'purchase', 'space', 'use', 'reheat', 'star', 'slides', 'counter', 'door', 'hopefully', 'foot', 'stop']",3/5/2015
388,US,11794298,R1IE03WRE7N20L,B00NN136NQ,464779766,"samsung mc11h6033ct countertop convection microwave with 1.1 cu. ft. capacity, slim fry technology, grilling element, ceramic enamel interior, drop down door, and eco mode in stainless steel",Major Appliances,2,2,2,N,Y,"['customer', 'service', 'others']","['samsung', 'appliance', 'look', 'feature', 'appearance', 'appliance', 'problem', 'customer', 'review', 'rating', 'customer', 'rate', 'failure', 'e', 'g', 'induction', 'range', 'brand', 'samsung', 'brand', 'purchase', 'appliance', 'sort', 'look', 'let', 'risk', 'long', 'story', 'month', 'start', 'noise', 'repair', 'week', 'turn', 'repair', 'attempt', 'samsung', 'system', 'law', 'case', 'trouble', 'claim', 'samsung', 'tv', 'company', 'emphasis', 'use', 'component', 'good', 'reliability', 'problem', 'product', 'line']",3/5/2015
389,US,12219549,R2KF3RP4ILCMXW,B005GSZB9Q,771401205,"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white",Major Appliances,5,0,0,N,Y,['perfect'],"['panasonic', 'monster', 'year', 'look', 'something', 'eat', 'counter', 'space', 'tad', 'pull', 'trigger', 'couple', 'reason', 'too', 'power', 'impatient', 'alas', 'bit', 'very', 'realize', 'night', 'easy', 'mac', 'liaison', 'heat', 'heating', 'water', 'power', 'wait', 'food', 'number', 'pad', 'time', 'deal', 'button', 'time', 'time', 'let', 'anyone', 'usage', 'someone', 'room', 'kitchen']",3/5/2015
390,US,50923620,R2QSK9S8OO2COA,B0052G51AQ,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,2,3,3,N,Y,['short'],"['was', 'performance', 'oven', 'work', 'month', 'usage', 'stop', 'work', 'drone', 'sound', 'burning', 'anything', 'mechanism', 'door', 'locate', 'control', 'panel', 'door', 'handle']",3/4/2015
391,US,18525841,R3OYCHU8AITB8Q,B0055UBB4O,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,0,N,Y,['quality'],"['arrived', 'quality', 'product']",3/4/2015
392,US,44108689,RKVTRTJME5GSH,B00DUZ8LBW,930071734,ge microwave oven magnetron and diode kit om75p (10) part # wb27x10017,Major Appliances,5,0,0,N,Y,['stars'],['work'],3/3/2015
393,US,16630453,R1FX9FJTL3SKKU,B007V7G5TU,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,1,0,0,N,Y,['quality'],"['month', 'noise', 'metal', 'plate', 'quality', 'go', 'brand', 'trust']",3/3/2015
